"year","type","movieNum"
"1979","Adventure","17"
"1979","Animation","2"
"1979","Anime","1"
"1979","Comedy","44"
"1979","Drama","58"
"1979","Genre for Featured Categories","5"
"1979","Horror","12"
"1979","Independently Distributed","3"
"1979","International","1"
"1979","Kids","12"
"1979","Military and War","3"
"1979","Paramount Home Entertainment","1"
"1979","Romance","7"
"1979","Science Fiction","18"
"1979","Science Fiction & Fantasy","1"
"1979","Sports","6"
"1979","Suspense","22"
"1979","Western","2"
"1980","Action","22"
"1980","Adventure","17"
"1980","and Culture","7"
"1980","Animation","2"
"1980","Art House & International","1"
"1980","Arthouse","4"
"1980","Arts","7"
"1980","Comedy","60"
"1980","Drama","65"
"1980","Entertainment","7"
"1980","Fantasy","5"
"1980","Genre for Featured Categories","7"
"1980","Historical","4"
"1980","Horror","24"
"1980","Independently Distributed","2"
"1980","Kids","6"
"1980","Military and War","7"
"1980","Romance","5"
"1980","Science Fiction","11"
"1980","Sports","2"
"1980","Suspense","29"
"1980","Western","10"
"1981","Action","29"
"1981","Adventure","26"
"1981","and Culture","5"
"1981","Animation","1"
"1981","Arthouse","1"
"1981","Arts","5"
"1981","Comedy","40"
"1981","Documentary","1"
"1981","Drama","64"
"1981","Entertainment","5"
"1981","Fantasy","11"
"1981","Genre for Featured Categories","3"
"1981","Horror","37"
"1981","Independently Distributed","1"
"1981","Kids","3"
"1981","Military and War","2"
"1981","Romance","4"
"1981","Science Fiction","21"
"1981","Suspense","36"
"1981","Western","1"
"1981","Young Adult Audience","6"
"1982","Action","26"
"1982","Adventure","20"
"1982","and Culture","5"
"1982","Animation","5"
"1982","Arthouse","2"
"1982","Arts","5"
"1982","Blu-ray","1"
"1982","Comedy","34"
"1982","Documentary","3"
"1982","Drama","55"
"1982","Entertainment","5"
"1982","Fantasy","4"
"1982","Genre for Featured Categories","9"
"1982","Historical","3"
"1982","Horror","28"
"1982","Independently Distributed","3"
"1982","Kids","10"
"1982","Military and War","3"
"1982","Paramount Home Entertainment","1"
"1982","Science Fiction","19"
"1982","Sports","1"
"1982","Studio Specials","1"
"1982","Suspense","27"
"1982","Young Adult Audience","2"
"1983","Action","36"
"1983","Adventure","25"
"1983","and Culture","10"
"1983","Animation","3"
"1983","Arthouse","5"
"1983","Arts","10"
"1983","Christian Video","1"
"1983","Comedy","69"
"1983","Documentary","4"
"1983","Drama","70"
"1983","Entertainment","10"
"1983","Fantasy","6"
"1983","Genre for Featured Categories","11"
"1983","Horror","20"
"1983","Independently Distributed","3"
"1983","International","2"
"1983","Kids","6"
"1983","Romance","9"
"1983","Science Fiction","13"
"1983","Shakespeare on DVD Store","1"
"1983","Suspense","35"
"1983","Young Adult Audience","2"
"1984","Action","40"
"1984","Adventure","22"
"1984","and Culture","3"
"1984","Animation","3"
"1984","Anime","2"
"1984","Arthouse","2"
"1984","Arts","3"
"1984","Christian Video","1"
"1984","Comedy","58"
"1984","Cult Movies","1"
"1984","Documentary","2"
"1984","Drama","67"
"1984","Entertainment","3"
"1984","Fantasy","5"
"1984","Genre for Featured Categories","9"
"1984","Horror","12"
"1984","Independently Distributed","4"
"1984","Kids","9"
"1984","Military and War","9"
"1984","None","1"
"1984","Romance","7"
"1984","Science Fiction","27"
"1984","Science Fiction & Fantasy","1"
"1984","Sports","1"
"1984","Studio Specials","1"
"1984","Suspense","27"
"1984","Young Adult Audience","1"
"1985","Action","52"
"1985","Adventure","35"
"1985","and Culture","7"
"1985","Animation","1"
"1985","Anime","2"
"1985","Arthouse","7"
"1985","Arts","7"
"1985","Comedy","54"
"1985","Documentary","3"
"1985","Drama","72"
"1985","Entertainment","7"
"1985","Fantasy","4"
"1985","Genre for Featured Categories","55"
"1985","Historical","1"
"1985","Horror","18"
"1985","Independently Distributed","11"
"1985","International","5"
"1985","Kids","10"
"1985","Military and War","2"
"1985","Musicals & Performing Arts","1"
"1985","Romance","6"
"1985","Science Fiction","19"
"1985","Science Fiction & Fantasy","1"
"1985","Sports","2"
"1985","Suspense","31"
"1985","Western","4"
"1985","Young Adult Audience","4"
"1986","Action","44"
"1986","Adventure","19"
"1986","and Culture","12"
"1986","Animation","1"
"1986","Art House & International","2"
"1986","Arthouse","5"
"1986","Arts","12"
"1986","Classics","1"
"1986","Comedy","77"
"1986","Disney Home Video","1"
"1986","Documentary","4"
"1986","Drama","70"
"1986","Entertainment","12"
"1986","Fantasy","10"
"1986","Genre for Featured Categories","92"
"1986","Historical","4"
"1986","Horror","31"
"1986","Independently Distributed","13"
"1986","International","1"
"1986","Kids","6"
"1986","Military and War","5"
"1986","Movies","1"
"1986","Romance","4"
"1986","Science Fiction","23"
"1986","Science Fiction & Fantasy","2"
"1986","Sports","1"
"1986","Studio Specials","14"
"1986","Suspense","21"
"1986","Western","2"
"1986","Yoga","1"
"1986","Young Adult Audience","5"
"1987","Action","36"
"1987","Adventure","21"
"1987","and Culture","3"
"1987","Animation","3"
"1987","Art House & International","15"
"1987","Arthouse","6"
"1987","Arts","3"
"1987","Christian Video","2"
"1987","Classics","3"
"1987","Comedy","85"
"1987","Digital VHS","1"
"1987","Disney Home Video","3"
"1987","Documentary","3"
"1987","Drama","61"
"1987","Entertainment","3"
"1987","Fantasy","9"
"1987","Genre for Featured Categories","321"
"1987","Horror","36"
"1987","Independently Distributed","48"
"1987","Kids","6"
"1987","Military and War","3"
"1987","Movies","3"
"1987","Romance","6"
"1987","Science Fiction","11"
"1987","Science Fiction & Fantasy","2"
"1987","Studio Specials","25"
"1987","Suspense","46"
"1987","Western","5"
"1987","Young Adult Audience","5"
"1988","Action","34"
"1988","Adventure","17"
"1988","and Culture","7"
"1988","Art House & International","20"
"1988","Arts","7"
"1988","Christian Video","1"
"1988","Comedy","102"
"1988","Cult Movies","2"
"1988","Disney Home Video","1"
"1988","Documentary","4"
"1988","Drama","107"
"1988","Entertainment","7"
"1988","Fantasy","9"
"1988","Fully Loaded DVDs","1"
"1988","Genre for Featured Categories","307"
"1988","Historical","2"
"1988","Horror","38"
"1988","Independently Distributed","41"
"1988","Kids","4"
"1988","Military and War","4"
"1988","Movies","2"
"1988","Paramount Home Entertainment","1"
"1988","Romance","7"
"1988","Science Fiction","12"
"1988","Science Fiction & Fantasy","1"
"1988","Sports","4"
"1988","Studio Specials","26"
"1988","Suspense","36"
"1988","Western","3"
"1988","Young Adult Audience","4"
"1989","Action","55"
"1989","Adventure","23"
"1989","Animation","7"
"1989","Art House & International","22"
"1989","Arthouse","18"
"1989","Christian Video","1"
"1989","Classics","6"
"1989","Comedy","122"
"1989","Cult Movies","4"
"1989","Disney Home Video","2"
"1989","Documentary","9"
"1989","Drama","87"
"1989","Fantasy","10"
"1989","Fully Loaded DVDs","1"
"1989","Genre for Featured Categories","698"
"1989","Horror","28"
"1989","Independently Distributed","15"
"1989","Indie & Alternative","2"
"1989","International","5"
"1989","Kids","9"
"1989","LGBTQ","2"
"1989","Military and War","3"
"1989","Movies","5"
"1989","None","1"
"1989","Office & School Supplies","2"
"1989","Romance","7"
"1989","Science Fiction","12"
"1989","Spanish Language","2"
"1989","Sports","2"
"1989","Studio Specials","34"
"1989","Suspense","47"
"1989","Television & Video","1"
"1989","Western","1"
"1989","Widescreen","1"
"1989","Young Adult Audience","3"
"1990","Action","60"
"1990","Adventure","27"
"1990","and Culture","8"
"1990","Animation","4"
"1990","Art House & International","37"
"1990","Arthouse","20"
"1990","Arts","8"
"1990","Christian Video","6"
"1990","Classics","5"
"1990","Comedy","63"
"1990","Cult Movies","2"
"1990","Disney Home Video","1"
"1990","Documentary","7"
"1990","Drama","88"
"1990","Entertainment","8"
"1990","Fantasy","4"
"1990","Genre for Featured Categories","830"
"1990","Horror","24"
"1990","Independently Distributed","30"
"1990","Indie & Alternative","4"
"1990","International","3"
"1990","Kids","10"
"1990","Military and War","8"
"1990","Movies","3"
"1990","Musicals & Performing Arts","1"
"1990","None","1"
"1990","Paramount Home Entertainment","1"
"1990","Romance","5"
"1990","Science Fiction","13"
"1990","Science Fiction & Fantasy","2"
"1990","Sports","2"
"1990","Studio Specials","51"
"1990","Suspense","37"
"1990","Western","8"
"1990","Widescreen","1"
"1990","Young Adult Audience","1"
"1991","Action","57"
"1991","Adventure","28"
"1991","and Culture","3"
"1991","Animation","1"
"1991","Art House & International","92"
"1991","Arthouse","17"
"1991","Arts","3"
"1991","Blu-ray","1"
"1991","Christian Video","3"
"1991","Classical","3"
"1991","Classics","6"
"1991","Comedy","79"
"1991","Cult Movies","4"
"1991","Disney Home Video","8"
"1991","Documentary","6"
"1991","Drama","102"
"1991","Entertainment","3"
"1991","Fantasy","10"
"1991","Genre for Featured Categories","1133"
"1991","Horror","16"
"1991","Independently Distributed","55"
"1991","Indie & Alternative","38"
"1991","International","5"
"1991","Kids","14"
"1991","Medical Supplies & Equipment","1"
"1991","Movies","12"
"1991","Romance","11"
"1991","Science Fiction","14"
"1991","Science Fiction & Fantasy","1"
"1991","Spanish Language","2"
"1991","Sports","2"
"1991","Studio Specials","74"
"1991","Suspense","41"
"1991","Widescreen","1"
"1991","Yoga","1"
"1991","Young Adult Audience","1"
"1992","Accessories & Supplies","1"
"1992","Action","51"
"1992","Adventure","15"
"1992","and Culture","2"
"1992","Animation","4"
"1992","Art House & International","117"
"1992","Arthouse","13"
"1992","Arts","2"
"1992","Camera & Photo","1"
"1992","Christian Video","5"
"1992","Classical","1"
"1992","Classics","7"
"1992","Comedy","87"
"1992","Cult Movies","8"
"1992","Disney Home Video","8"
"1992","Documentary","2"
"1992","Drama","108"
"1992","Entertainment","2"
"1992","Fantasy","9"
"1992","Genre for Featured Categories","1190"
"1992","Horror","24"
"1992","Independently Distributed","31"
"1992","Indie & Alternative","16"
"1992","International","9"
"1992","Kids","8"
"1992","Movies","11"
"1992","Musicals & Performing Arts","1"
"1992","None","1"
"1992","Romance","7"
"1992","Science Fiction","11"
"1992","Science Fiction & Fantasy","1"
"1992","Spanish Language","16"
"1992","Sports","4"
"1992","Studio Specials","216"
"1992","Suspense","57"
"1992","Western","1"
"1992","Widescreen","8"
"1992","Young Adult Audience","1"
"1993","Accessories & Supplies","1"
"1993","Action","72"
"1993","Adventure","19"
"1993","African American Cinema","1"
"1993","and Culture","2"
"1993","Animation","10"
"1993","Anime","2"
"1993","Art House & International","139"
"1993","Arthouse","26"
"1993","Arts","2"
"1993","Christian Video","6"
"1993","Classical","4"
"1993","Classics","6"
"1993","Comedy","104"
"1993","Cult Movies","16"
"1993","Disney Home Video","21"
"1993","Documentary","8"
"1993","Drama","120"
"1993","Entertainment","2"
"1993","Faith and Spirituality","2"
"1993","Fantasy","5"
"1993","Genre for Featured Categories","1355"
"1993","Horror","20"
"1993","Independently Distributed","38"
"1993","Indie & Alternative","8"
"1993","International","3"
"1993","Jewish Heritage","1"
"1993","Kids","25"
"1993","LGBTQ","2"
"1993","Movies","29"
"1993","Romance","20"
"1993","Science Fiction","21"
"1993","Science Fiction & Fantasy","5"
"1993","Spanish Language","39"
"1993","Sports & Fitness","1"
"1993","Studio Specials","248"
"1993","Suspense","54"
"1993","Western","4"
"1993","Widescreen","3"
"1993","Yoga","2"
"1993","Young Adult Audience","4"
"1994","Accessories","1"
"1994","Action","75"
"1994","Adventure","30"
"1994","African American Cinema","3"
"1994","and Culture","2"
"1994","Animation","7"
"1994","Art House & International","143"
"1994","Arthouse","18"
"1994","Arts","2"
"1994","Christian Video","15"
"1994","Classical","3"
"1994","Classics","2"
"1994","Comedy","119"
"1994","Cult Movies","17"
"1994","Disney Home Video","49"
"1994","Documentary","12"
"1994","Drama","134"
"1994","Entertainment","2"
"1994","Fantasy","10"
"1994","Fully Loaded DVDs","2"
"1994","Genre for Featured Categories","1593"
"1994","Historical","2"
"1994","Horror","20"
"1994","Independently Distributed","109"
"1994","Indie & Alternative","15"
"1994","International","6"
"1994","Kids","27"
"1994","LGBTQ","2"
"1994","Movies","27"
"1994","Romance","7"
"1994","Science Fiction","33"
"1994","Science Fiction & Fantasy","3"
"1994","Sewing","1"
"1994","Spanish Language","31"
"1994","Sports","2"
"1994","Studio Specials","470"
"1994","Suspense","53"
"1994","Western","10"
"1994","Widescreen","6"
"1994","Yoga","6"
"1994","Young Adult Audience","2"
"1995","A&E Home Video","1"
"1995","Accessories & Supplies","1"
"1995","Action","73"
"1995","Adventure","37"
"1995","African American Cinema","1"
"1995","Animation","16"
"1995","Art House & International","187"
"1995","Arthouse","25"
"1995","Christian Video","19"
"1995","Classical","3"
"1995","Classics","7"
"1995","Comedy","85"
"1995","Cult Movies","20"
"1995","Disney Home Video","62"
"1995","Documentary","7"
"1995","Drama","130"
"1995","Faith and Spirituality","1"
"1995","Fantasy","9"
"1995","Genre for Featured Categories","1782"
"1995","Historical","4"
"1995","Horror","19"
"1995","Independently Distributed","60"
"1995","Indie & Alternative","14"
"1995","International","6"
"1995","Jewish Heritage","4"
"1995","Kids","18"
"1995","LGBTQ","2"
"1995","Military and War","4"
"1995","Movies","30"
"1995","None","1"
"1995","Paramount Home Entertainment","1"
"1995","Romance","6"
"1995","Science Fiction","23"
"1995","Science Fiction & Fantasy","5"
"1995","Spanish Language","36"
"1995","Studio Specials","351"
"1995","Suspense","75"
"1995","Television & Video","1"
"1995","Western","4"
"1995","Widescreen","9"
"1995","Yoga","10"
"1995","Young Adult Audience","3"
"1996","Action","67"
"1996","Adventure","25"
"1996","African American Cinema","9"
"1996","and Culture","12"
"1996","Animation","23"
"1996","Anime","2"
"1996","Art House & International","187"
"1996","Arthouse","24"
"1996","Arts","12"
"1996","Christian Video","15"
"1996","Classical","3"
"1996","Classics","7"
"1996","Comedy","108"
"1996","Cult Movies","46"
"1996","Disney Home Video","60"
"1996","Documentary","7"
"1996","Drama","140"
"1996","Entertainment","12"
"1996","Fantasy","8"
"1996","Genre for Featured Categories","1592"
"1996","Horror","29"
"1996","Independently Distributed","102"
"1996","Indie & Alternative","13"
"1996","International","10"
"1996","Jewish Heritage","3"
"1996","Kids","32"
"1996","LGBTQ","2"
"1996","Military and War","4"
"1996","Motorcycle & Powersports","1"
"1996","Movies","31"
"1996","None","2"
"1996","Romance","7"
"1996","Science Fiction","33"
"1996","Science Fiction & Fantasy","3"
"1996","Spanish Language","37"
"1996","Studio Specials","388"
"1996","Suspense","79"
"1996","Western","1"
"1996","Widescreen","29"
"1996","Yoga","3"
"1996","Young Adult Audience","4"
"1997","Action","83"
"1997","Adventure","33"
"1997","African American Cinema","3"
"1997","and Culture","6"
"1997","Animation","29"
"1997","Art House & International","308"
"1997","Arthouse","27"
"1997","Arts","6"
"1997","Christian Video","8"
"1997","Classical","2"
"1997","Classics","20"
"1997","Comedy","113"
"1997","Cult Movies","63"
"1997","Disney Home Video","86"
"1997","Documentary","4"
"1997","Drama","182"
"1997","Entertainment","6"
"1997","Faith and Spirituality","2"
"1997","Fantasy","15"
"1997","Fully Loaded DVDs","1"
"1997","Genre for Featured Categories","2238"
"1997","HBO","5"
"1997","Horror","31"
"1997","Independently Distributed","95"
"1997","Indie & Alternative","12"
"1997","International","12"
"1997","James Bond","2"
"1997","Jewish Heritage","3"
"1997","John Wayne Store","5"
"1997","Kids","24"
"1997","LGBTQ","2"
"1997","MGM Home Entertainment","8"
"1997","Military and War","4"
"1997","Movies","51"
"1997","Musicals & Performing Arts","7"
"1997","Romance","7"
"1997","Science Fiction","18"
"1997","Science Fiction & Fantasy","44"
"1997","Skin Care","1"
"1997","Spanish Language","52"
"1997","Studio Specials","558"
"1997","Suspense","83"
"1997","Television & Video","1"
"1997","Widescreen","95"
"1997","Yoga","7"
"1998","Accessories","1"
"1998","Action","79"
"1998","Adventure","46"
"1998","African American Cinema","10"
"1998","and Culture","8"
"1998","Animation","36"
"1998","Art House & International","643"
"1998","Arthouse","21"
"1998","Arts","8"
"1998","Christian Video","40"
"1998","Classical","2"
"1998","Classics","59"
"1998","Comedy","143"
"1998","Criterion Collection","18"
"1998","Cult Movies","97"
"1998","Disney Home Video","55"
"1998","Documentary","3"
"1998","Drama","189"
"1998","Entertainment","8"
"1998","Faith and Spirituality","2"
"1998","Fantasy","12"
"1998","Fully Loaded DVDs","1"
"1998","Genre for Featured Categories","4265"
"1998","HBO","12"
"1998","Historical","3"
"1998","Horror","38"
"1998","Independently Distributed","163"
"1998","Indie & Alternative","14"
"1998","International","15"
"1998","James Bond","2"
"1998","Jane Austen on DVD Store","1"
"1998","Jewish Heritage","10"
"1998","John Wayne Store","5"
"1998","Kids","37"
"1998","LGBTQ","7"
"1998","MGM Home Entertainment","9"
"1998","Military and War","2"
"1998","Movies","121"
"1998","Musicals & Performing Arts","41"
"1998","None","2"
"1998","Office & School Supplies","1"
"1998","Paramount Home Entertainment","23"
"1998","Romance","16"
"1998","Sci-Fi Series & Sequels","1"
"1998","Science Fiction","36"
"1998","Science Fiction & Fantasy","130"
"1998","Shakespeare on DVD Store","2"
"1998","Spanish Language","110"
"1998","Sports","4"
"1998","Studio Specials","1208"
"1998","Suspense","84"
"1998","The Twilight Zone","1"
"1998","Walt Disney Studios Home Entertainment","2"
"1998","Widescreen","125"
"1998","Women","1"
"1998","Yoga","16"
"1998","Young Adult Audience","3"
"1999","A&E Home Video","23"
"1999","Accessories","2"
"1999","Action","61"
"1999","Adventure","33"
"1999","African American Cinema","12"
"1999","and Culture","1"
"1999","Animation","22"
"1999","Art House & International","387"
"1999","Arthouse","22"
"1999","Arts","1"
"1999","Christian Video","23"
"1999","Classical","16"
"1999","Classics","36"
"1999","Comedy","145"
"1999","Criterion Collection","16"
"1999","Cult Movies","96"
"1999","Disney Home Video","63"
"1999","Documentary","4"
"1999","Drama","174"
"1999","Drawing & Art Supplies","1"
"1999","Entertainment","1"
"1999","Fantasy","14"
"1999","Fully Loaded DVDs","25"
"1999","Genre for Featured Categories","3211"
"1999","HBO","20"
"1999","Historical","1"
"1999","Horror","47"
"1999","Independently Distributed","302"
"1999","Indie & Alternative","33"
"1999","International","14"
"1999","James Bond","2"
"1999","Jewish Heritage","6"
"1999","John Wayne Store","5"
"1999","Kids","22"
"1999","Made-for-TV Movies","1"
"1999","MGM Home Entertainment","35"
"1999","Military and War","2"
"1999","Movies","105"
"1999","Musicals & Performing Arts","64"
"1999","None","2"
"1999","Novelty & Gag Toys","1"
"1999","Office & School Supplies","1"
"1999","Painting","1"
"1999","Paramount Home Entertainment","73"
"1999","Romance","12"
"1999","Science Fiction","25"
"1999","Science Fiction & Fantasy","208"
"1999","Shakespeare on DVD Store","7"
"1999","Spanish Language","116"
"1999","Sports","4"
"1999","Studio Specials","917"
"1999","Suspense","100"
"1999","Walt Disney Studios Home Entertainment","19"
"1999","Western","5"
"1999","Widescreen","102"
"1999","Yoga","31"
"1999","Young Adult Audience","6"
"2000","4-for-3 DVD","2"
"2000","A&E Home Video","19"
"2000","Accessories","2"
"2000","Accessories & Supplies","1"
"2000","Action","91"
"2000","Adventure","54"
"2000","African American Cinema","7"
"2000","and Culture","7"
"2000","Animation","50"
"2000","Art House & International","744"
"2000","Arthouse","22"
"2000","Arts","7"
"2000","BBC","1"
"2000","Characters & Series","1"
"2000","Charlie Rose Store","2"
"2000","Christian Video","41"
"2000","Classical","33"
"2000","Classics","95"
"2000","Comedy","146"
"2000","Computers & Accessories","1"
"2000","Criterion Collection","14"
"2000","Cult Movies","106"
"2000","Disney Home Video","69"
"2000","Documentary","17"
"2000","Docurama","1"
"2000","Drama","194"
"2000","Drawing & Art Supplies","1"
"2000","Entertainment","7"
"2000","Faith and Spirituality","2"
"2000","Fantasy","15"
"2000","Fully Loaded DVDs","43"
"2000","Genre for Featured Categories","4430"
"2000","HBO","6"
"2000","Health Care","1"
"2000","Horror","46"
"2000","Independently Distributed","332"
"2000","Indie & Alternative","24"
"2000","Indie & Art House","2"
"2000","International","12"
"2000","James Bond","6"
"2000","Jewish Heritage","13"
"2000","John Wayne Store","5"
"2000","Kids","38"
"2000","LGBTQ","4"
"2000","Made-for-TV Movies","11"
"2000","Makeup","1"
"2000","MGM Home Entertainment","65"
"2000","Military and War","2"
"2000","Movies","135"
"2000","Musicals & Performing Arts","153"
"2000","Painting","1"
"2000","Paramount Home Entertainment","69"
"2000","Romance","15"
"2000","Sci-Fi Series & Sequels","2"
"2000","Science Fiction","30"
"2000","Science Fiction & Fantasy","302"
"2000","Shakespeare on DVD Store","10"
"2000","Skin Care","1"
"2000","Spanish Language","142"
"2000","Sports","5"
"2000","Studio Specials","981"
"2000","Suspense","113"
"2000","Walt Disney Studios Home Entertainment","21"
"2000","Western","6"
"2000","Widescreen","89"
"2000","Women","1"
"2000","Yoga","40"
"2000","Young Adult Audience","6"
"2001","4-for-3 DVD","2"
"2001","A&E Home Video","29"
"2001","Action","86"
"2001","Adventure","41"
"2001","African American Cinema","3"
"2001","and Culture","11"
"2001","Animation","34"
"2001","Anime","2"
"2001","Art House & International","463"
"2001","Arthouse","31"
"2001","Arts","11"
"2001","BBC","3"
"2001","Birth-2 Years","1"
"2001","Blu-ray","1"
"2001","Camera & Photo","1"
"2001","Characters & Series","6"
"2001","Christian Video","27"
"2001","Classical","45"
"2001","Classics","41"
"2001","Comedy","181"
"2001","Criterion Collection","27"
"2001","Cult Movies","122"
"2001","Disney Home Video","56"
"2001","Documentary","19"
"2001","Docurama","4"
"2001","Drama","221"
"2001","Drawing & Art Supplies","1"
"2001","Educational","2"
"2001","Entertainment","11"
"2001","Fantasy","12"
"2001","Fully Loaded DVDs","74"
"2001","Genre for Featured Categories","4571"
"2001","HBO","13"
"2001","Historical","3"
"2001","Horror","44"
"2001","Independently Distributed","345"
"2001","Indie & Alternative","42"
"2001","Indie & Art House","2"
"2001","International","16"
"2001","Jewish Heritage","15"
"2001","John Wayne Store","18"
"2001","Kids","21"
"2001","LGBTQ","9"
"2001","Made-for-TV Movies","12"
"2001","MGM Home Entertainment","208"
"2001","Military and War","5"
"2001","Movies","124"
"2001","Musicals & Performing Arts","188"
"2001","Office & School Supplies","1"
"2001","Painting","1"
"2001","Paramount Home Entertainment","94"
"2001","Romance","18"
"2001","Science Fiction","25"
"2001","Science Fiction & Fantasy","479"
"2001","Shakespeare on DVD Store","15"
"2001","Showtime","1"
"2001","Spanish Language","196"
"2001","Sports","3"
"2001","Sports & Fitness","1"
"2001","Studio Specials","1158"
"2001","Suspense","90"
"2001","Walt Disney Studios Home Entertainment","12"
"2001","Western","5"
"2001","Widescreen","89"
"2001","Yoga","41"
"2001","Young Adult Audience","3"
"2002","10-12 Years","1"
"2002","3-6 Years","4"
"2002","4-for-3 DVD","2"
"2002","A&E Home Video","20"
"2002","Action","111"
"2002","Adventure","38"
"2002","African American Cinema","8"
"2002","and Culture","19"
"2002","Animation","24"
"2002","Anime","2"
"2002","Art House & International","409"
"2002","Arthouse","24"
"2002","Arts","19"
"2002","BBC","15"
"2002","Birth-2 Years","1"
"2002","Characters & Series","6"
"2002","Christian Video","36"
"2002","Classical","33"
"2002","Classics","41"
"2002","Comedy","175"
"2002","Criterion Collection","18"
"2002","Cult Movies","76"
"2002","Disney Home Video","96"
"2002","Documentary","20"
"2002","Docurama","4"
"2002","Drama","229"
"2002","Drawing & Art Supplies","1"
"2002","Electrical","1"
"2002","Entertainment","19"
"2002","Faith and Spirituality","1"
"2002","Fantasy","9"
"2002","Fully Loaded DVDs","70"
"2002","Games & Accessories","1"
"2002","Genre for Featured Categories","4833"
"2002","HBO","11"
"2002","Historical","6"
"2002","Horror","47"
"2002","Independently Distributed","654"
"2002","Indie & Alternative","46"
"2002","International","18"
"2002","James Bond","5"
"2002","Jewish Heritage","9"
"2002","John Wayne Store","8"
"2002","Kids","33"
"2002","LGBTQ","5"
"2002","Made-for-TV Movies","7"
"2002","MGM Home Entertainment","146"
"2002","Military and War","13"
"2002","Movies","45"
"2002","Musicals & Performing Arts","220"
"2002","None","1"
"2002","Office & School Supplies","2"
"2002","Painting","1"
"2002","Paramount Home Entertainment","103"
"2002","Romance","11"
"2002","Science Fiction","44"
"2002","Science Fiction & Fantasy","549"
"2002","Shakespeare on DVD Store","14"
"2002","Skin Care","1"
"2002","Spanish Language","134"
"2002","Sports","5"
"2002","Sports & Fitness","1"
"2002","Studio Recording Equipment","1"
"2002","Studio Specials","1312"
"2002","Suspense","111"
"2002","Talk Show and Variety","2"
"2002","Walt Disney Studios Home Entertainment","51"
"2002","Western","2"
"2002","Widescreen","28"
"2002","Yoga","55"
"2002","Young Adult Audience","5"
"2003","3-6 Years","4"
"2003","4-for-3 DVD","7"
"2003","A&E Home Video","15"
"2003","Accessories","2"
"2003","Action","125"
"2003","Adventure","46"
"2003","and Culture","13"
"2003","Animation","25"
"2003","Anime","1"
"2003","Art House & International","364"
"2003","Arthouse","42"
"2003","Arts","13"
"2003","BBC","12"
"2003","Birth-2 Years","1"
"2003","Characters & Series","13"
"2003","Christian Video","10"
"2003","Classical","46"
"2003","Classics","46"
"2003","Comedy","207"
"2003","Crafting","1"
"2003","Criterion Collection","19"
"2003","Cult Movies","38"
"2003","Digital VHS","1"
"2003","Discovery Channel","2"
"2003","Disney Home Video","55"
"2003","Documentary","46"
"2003","Docurama","15"
"2003","Dogs","1"
"2003","Drama","186"
"2003","Drawing & Art Supplies","2"
"2003","Entertainment","13"
"2003","Fantasy","13"
"2003","Finders & Accessories","1"
"2003","Fully Loaded DVDs","113"
